Map,WinGame,WinPistol,AgentsTeam1,AgentsTeam2
Pearl,TeamB,TeamB,"['Jett', 'Kayo', 'Killjoy', 'Astra', 'Fade']","['Killjoy', 'Sage', 'Phoenix', 'Viper', 'Fade']"
Bind,TeamA,TeamB,"['Jett', 'Raze', 'Brimstone', 'Skye', 'Cypher']","['Yoru', 'Brimstone', 'Raze', 'Skye', 'Cypher']"
Ascent,TeamB,TeamB,"['Omen', 'Killjoy', 'Reyna', 'Jett', 'Sova']","['Raze', 'Killjoy', 'Kayo', 'Omen', 'Sova']"
Haven,TeamA,TeamB,"['Neon', 'Jett', 'Omen', 'Reyna', 'Cypher']","['Sova', 'Cypher', 'Omen', 'Breach', 'Jett']"
Bind,TeamA,TeamB,"['Jett', 'Reyna', 'Kayo', 'Brimstone', 'Cypher']","['Raze', 'Brimstone', 'Viper', 'Fade', 'Phoenix']"
Icebox,TeamA,TeamB,"['Killjoy', 'Sage', 'Viper', 'Jett', 'Sova']","['Reyna', 'Jett', 'Sage', 'Viper', 'Sova']"
Breeze,TeamB,TeamB,"['Jett', 'Sova', 'Viper', 'Reyna', 'Cypher']","['Jett', 'Cypher', 'Kayo', 'Viper', 'Sova']"
Fracture,TeamB,TeamB,"['Jett', 'Reyna', 'Kayo', 'Brimstone', 'Breach']","['Raze', 'Jett', 'Brimstone', 'Breach', 'Sage']"
Haven,TeamB,TeamB,"['Phoenix', 'Jett', 'Fade', 'Cypher', 'Omen']","['Omen', 'Reyna', 'Sova', 'Jett', 'Breach']"
Fracture,TeamA,TeamB,"['Reyna', 'Cypher', 'Brimstone', 'Breach', 'Raze']","['Reyna', 'Breach', 'Neon', 'Brimstone', 'Cypher']"
Haven,TeamA,TeamB,"['Killjoy', 'Omen', 'Breach', 'Raze', 'Fade']","['Jett', 'Cypher', 'Sova', 'Sage', 'Omen']"
Breeze,TeamA,TeamB,"['Reyna', 'Jett', 'Cypher', 'Viper', 'Phoenix']","['Kayo', 'Viper', 'Jett', 'Reyna', 'Cypher']"
Icebox,TeamB,TeamB,"['Jett', 'Killjoy', 'Kayo', 'Viper', 'Sage']","['Sova', 'Chamber', 'Reyna', 'Jett', 'Viper']"
Bind,TeamB,TeamB,"['Phoenix', 'Fade', 'Viper', 'Astra', 'Raze']","['Breach', 'Raze', 'Fade', 'Sage', 'Brimstone']"
Ascent,TeamA,TeamB,"['Phoenix', 'Sage', 'Killjoy', 'Sova', 'Omen']","['Jett', 'Killjoy', 'Omen', 'Sova', 'Kayo']"
Bind,TeamA,TeamB,"['Raze', 'Fade', 'Brimstone', 'Skye', 'Sage']","['Phoenix', 'Breach', 'Brimstone', 'Cypher', 'Sage']"
Fracture,TeamA,TeamB,"['Sage', 'Yoru', 'Raze', 'Breach', 'Brimstone']","['Sage', 'Brimstone', 'Cypher', 'Breach', 'Jett']"
Breeze,TeamA,TeamB,"['Yoru', 'Sage', 'Jett', 'Sova', 'Viper']","['Cypher', 'Sova', 'Viper', 'Raze', 'Kayo']"
Haven,TeamA,TeamB,"['Jett', 'Omen', 'Cypher', 'Breach', 'Fade']","['Astra', 'Breach', 'Fade', 'Jett', 'Cypher']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Killjoy', 'Breach', 'Sova']","['Jett', 'Yoru', 'Killjoy', 'Astra', 'Sova']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Viper', 'Killjoy', 'Reyna']","['Jett', 'Viper', 'Sage', 'Sova', 'Reyna']"
Fracture,TeamB,TeamB,"['Breach', 'Brimstone', 'Raze', 'Neon', 'Cypher']","['Sage', 'Jett', 'Brimstone', 'Raze', 'Breach']"
Icebox,TeamB,TeamB,"['Viper', 'Raze', 'Chamber', 'Fade', 'Sage']","['Jett', 'Reyna', 'Viper', 'Sage', 'Sova']"
Fracture,TeamA,TeamB,"['Brimstone', 'Jett', 'Reyna', 'Breach', 'Cypher']","['Brimstone', 'Neon', 'Killjoy', 'Sage', 'Breach']"
Ascent,TeamA,TeamB,"['Jett', 'Kayo', 'Fade', 'Sage', 'Omen']","['Omen', 'Killjoy', 'Fade', 'Jett', 'Sage']"
Breeze,TeamA,TeamB,"['Reyna', 'Viper', 'Sova', 'Cypher', 'Jett']","['Jett', 'Reyna', 'Sage', 'Sova', 'Viper']"
Pearl,TeamA,TeamB,"['Fade', 'Sage', 'Brimstone', 'Killjoy', 'Jett']","['Killjoy', 'Astra', 'Jett', 'Fade', 'Sage']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Sova', 'Chamber', 'Sage']","['Sova', 'Killjoy', 'Jett', 'Kayo', 'Viper']"
Bind,TeamA,TeamB,"['Jett', 'Raze', 'Brimstone', 'Fade', 'Cypher']","['Sova', 'Phoenix', 'Jett', 'Omen', 'Cypher']"
Pearl,TeamB,TeamB,"['Astra', 'Viper', 'Fade', 'Chamber', 'Phoenix']","['Killjoy', 'Jett', 'Astra', 'Yoru', 'Fade']"
Breeze,TeamA,TeamB,"['Reyna', 'Jett', 'Harbor', 'Yoru', 'Kayo']","['Jett', 'Viper', 'Sova', 'Cypher', 'Kayo']"
Breeze,TeamA,TeamB,"['Jett', 'Reyna', 'Cypher', 'Sova', 'Viper']","['Jett', 'Reyna', 'Cypher', 'Sova', 'Viper']"
Pearl,TeamB,TeamB,"['Phoenix', 'Cypher', 'Sage', 'Fade', 'Astra']","['Jett', 'Fade', 'Sova', 'Harbor', 'Killjoy']"
Fracture,TeamB,TeamB,"['Raze', 'Reyna', 'Cypher', 'Sage', 'Astra']","['Raze', 'Jett', 'Cypher', 'Breach', 'Omen']"
Bind,TeamA,TeamB,"['Cypher', 'Raze', 'Omen', 'Sage', 'Skye']","['Phoenix', 'Fade', 'Sage', 'Killjoy', 'Brimstone']"
Ascent,TeamB,TeamB,"['Phoenix', 'Astra', 'Killjoy', 'Jett', 'Sova']","['Reyna', 'Fade', 'Killjoy', 'Astra', 'Jett']"
Ascent,TeamA,TeamB,"['Raze', 'Sova', 'Killjoy', 'Jett', 'Omen']","['Omen', 'Fade', 'Jett', 'Killjoy', 'Kayo']"
Breeze,TeamA,TeamB,"['Jett', 'Viper', 'Sova', 'Cypher', 'Sage']","['Reyna', 'Sova', 'Kayo', 'Viper', 'Cypher']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Sage', 'Viper', 'Killjoy']","['Jett', 'Reyna', 'Killjoy', 'Sova', 'Viper']"
Bind,TeamA,TeamB,"['Raze', 'Fade', 'Phoenix', 'Omen', 'Skye']","['Killjoy', 'Viper', 'Sova', 'Reyna', 'Raze']"
Breeze,TeamA,TeamB,"['Reyna', 'Sova', 'Cypher', 'Viper', 'Jett']","['Reyna', 'Jett', 'Sova', 'Cypher', 'Viper']"
Icebox,TeamA,TeamB,"['Killjoy', 'Reyna', 'Raze', 'Jett', 'Sova']","['Reyna', 'Jett', 'Viper', 'Sage', 'Sova']"
Bind,TeamA,TeamB,"['Raze', 'Skye', 'Cypher', 'Brimstone', 'Fade']","['Raze', 'Cypher', 'Phoenix', 'Astra', 'Skye']"
Fracture,TeamA,TeamB,"['Raze', 'Breach', 'Brimstone', 'Cypher', 'Fade']","['Breach', 'Kayo', 'Jett', 'Killjoy', 'Brimstone']"
Pearl,TeamB,TeamB,"['Phoenix', 'Fade', 'Astra', 'Sage', 'Jett']","['Kayo', 'Phoenix', 'Viper', 'Fade', 'Cypher']"
Ascent,TeamB,TeamB,"['Jett', 'Omen', 'Phoenix', 'Killjoy', 'Sova']","['Kayo', 'Killjoy', 'Sova', 'Raze', 'Omen']"
Pearl,TeamB,TeamB,"['Astra', 'Cypher', 'Jett', 'Fade', 'Phoenix']","['Fade', 'Viper', 'Killjoy', 'Reyna', 'Phoenix']"
Bind,TeamB,TeamB,"['Brimstone', 'Raze', 'Skye', 'Yoru', 'Sage']","['Skye', 'Phoenix', 'Jett', 'Brimstone', 'Cypher']"
Ascent,TeamB,TeamB,"['Kayo', 'Sova', 'Jett', 'Omen', 'Cypher']","['Sova', 'Phoenix', 'Jett', 'Killjoy', 'Omen']"
Haven,TeamB,TeamB,"['Reyna', 'Breach', 'Omen', 'Killjoy', 'Sova']","['Jett', 'Reyna', 'Omen', 'Killjoy', 'Sova']"
Icebox,TeamA,TeamB,"['Sage', 'Reyna', 'Jett', 'Viper', 'Killjoy']","['Jett', 'Killjoy', 'Reyna', 'Sova', 'Viper']"
Breeze,TeamB,TeamB,"['Viper', 'Jett', 'Sova', 'Cypher', 'Kayo']","['Reyna', 'Skye', 'Viper', 'Jett', 'Sova']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Harbor', 'Reyna', 'Killjoy']","['Jett', 'Kayo', 'Killjoy', 'Reyna', 'Viper']"
Ascent,TeamB,TeamB,"['Reyna', 'Killjoy', 'Omen', 'Sova', 'Jett']","['Jett', 'Kayo', 'Sova', 'Killjoy', 'Omen']"
Breeze,TeamA,TeamB,"['Jett', 'Reyna', 'Sova', 'Viper', 'Chamber']","['Viper', 'Cypher', 'Sova', 'Reyna', 'Kayo']"
Bind,TeamB,TeamB,"['Raze', 'Cypher', 'Brimstone', 'Sage', 'Sova']","['Yoru', 'Sage', 'Fade', 'Jett', 'Brimstone']"
Pearl,TeamA,TeamB,"['Fade', 'Viper', 'Jett', 'Kayo', 'Killjoy']","['Astra', 'Cypher', 'Reyna', 'Kayo', 'Fade']"
Fracture,TeamA,TeamB,"['Breach', 'Killjoy', 'Jett', 'Brimstone', 'Sage']","['Jett', 'Raze', 'Killjoy', 'Brimstone', 'Breach']"
Ascent,TeamB,TeamB,"['Jett', 'Kayo', 'Killjoy', 'Omen', 'Fade']","['Jett', 'Sova', 'Omen', 'Kayo', 'Reyna']"
Fracture,TeamA,TeamB,"['Brimstone', 'Cypher', 'Fade', 'Raze', 'Kayo']","['Jett', 'Reyna', 'Breach', 'Brimstone', 'Killjoy']"
Breeze,TeamB,TeamB,"['Cypher', 'Sova', 'Viper', 'Jett', 'Reyna']","['Viper', 'Jett', 'Sova', 'Yoru', 'Cypher']"
Pearl,TeamB,TeamB,"['Sage', 'Phoenix', 'Astra', 'Cypher', 'Jett']","['Yoru', 'Skye', 'Cypher', 'Phoenix', 'Astra']"
Icebox,TeamA,TeamB,"['Viper', 'Reyna', 'Sova', 'Kayo', 'Jett']","['Viper', 'Jett', 'Kayo', 'Sova', 'Sage']"
Bind,TeamA,TeamB,"['Raze', 'Yoru', 'Skye', 'Fade', 'Brimstone']","['Sage', 'Brimstone', 'Raze', 'Sova', 'Fade']"
Ascent,TeamA,TeamB,"['Phoenix', 'Fade', 'Astra', 'Jett', 'Cypher']","['Reyna', 'Astra', 'Jett', 'Sova', 'Killjoy']"
Ascent,TeamB,TeamB,"['Jett', 'Killjoy', 'Raze', 'Omen', 'Kayo']","['Phoenix', 'Sova', 'Kayo', 'Sage', 'Omen']"
Haven,TeamA,TeamB,"['Yoru', 'Cypher', 'Omen', 'Sova', 'Jett']","['Yoru', 'Cypher', 'Sova', 'Breach', 'Omen']"
Breeze,TeamA,TeamB,"['Chamber', 'Sova', 'Yoru', 'Viper', 'Kayo']","['Sova', 'Kayo', 'Jett', 'Reyna', 'Viper']"
Bind,TeamA,TeamB,"['Brimstone', 'Killjoy', 'Sage', 'Fade', 'Jett']","['Raze', 'Sage', 'Fade', 'Reyna', 'Omen']"
Pearl,TeamA,TeamB,"['Killjoy', 'Astra', 'Fade', 'Viper', 'Raze']","['Yoru', 'Fade', 'Jett', 'Sage', 'Viper']"
Ascent,TeamB,TeamB,"['Omen', 'Fade', 'Phoenix', 'Jett', 'Cypher']","['Jett', 'Reyna', 'Fade', 'Omen', 'Cypher']"
Breeze,TeamA,TeamB,"['Skye', 'Astra', 'Cypher', 'Reyna', 'Jett']","['Jett', 'Viper', 'Skye', 'Sova', 'Kayo']"
Fracture,TeamA,TeamB,"['Sage', 'Jett', 'Killjoy', 'Breach', 'Brimstone']","['Yoru', 'Reyna', 'Cypher', 'Brimstone', 'Breach']"
Icebox,TeamB,TeamB,"['Jett', 'Viper', 'Reyna', 'Sage', 'Sova']","['Sova', 'Jett', 'Killjoy', 'Reyna', 'Viper']"
Pearl,TeamB,TeamB,"['Fade', 'Chamber', 'Astra', 'Reyna', 'Kayo']","['Killjoy', 'Phoenix', 'Fade', 'Raze', 'Viper']"
Fracture,TeamB,TeamB,"['Raze', 'Breach', 'Cypher', 'Brimstone', 'Fade']","['Brimstone', 'Killjoy', 'Raze', 'Sage', 'Breach']"
Pearl,TeamA,TeamB,"['Cypher', 'Jett', 'Viper', 'Fade', 'Sage']","['Fade', 'Phoenix', 'Viper', 'Cypher', 'Jett']"
Ascent,TeamA,TeamB,"['Kayo', 'Cypher', 'Fade', 'Omen', 'Jett']","['Astra', 'Kayo', 'Fade', 'Jett', 'Cypher']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Cypher', 'Viper', 'Skye']","['Kayo', 'Cypher', 'Viper', 'Sova', 'Jett']"
Bind,TeamB,TeamB,"['Viper', 'Raze', 'Killjoy', 'Skye', 'Sage']","['Brimstone', 'Fade', 'Raze', 'Sage', 'Cypher']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Kayo', 'Cypher', 'Reyna']","['Cypher', 'Jett', 'Omen', 'Sage', 'Sova']"
Fracture,TeamA,TeamB,"['Raze', 'Cypher', 'Reyna', 'Omen', 'Breach']","['Raze', 'Brimstone', 'Breach', 'Sage', 'Jett']"
Ascent,TeamB,TeamB,"['Phoenix', 'Fade', 'Astra', 'Sova', 'Killjoy']","['Sova', 'Reyna', 'Omen', 'Cypher', 'Jett']"
Pearl,TeamA,TeamB,"['Jett', 'Fade', 'Killjoy', 'Astra', 'Sage']","['Raze', 'Sova', 'Jett', 'Cypher', 'Brimstone']"
Icebox,TeamB,TeamB,"['Viper', 'Reyna', 'Jett', 'Sova', 'Yoru']","['Jett', 'Sova', 'Viper', 'Sage', 'Chamber']"
Ascent,TeamB,TeamB,"['Jett', 'Sage', 'Omen', 'Killjoy', 'Fade']","['Reyna', 'Omen', 'Jett', 'Sova', 'Sage']"
Bind,TeamA,TeamB,"['Viper', 'Reyna', 'Fade', 'Skye', 'Brimstone']","['Brimstone', 'Skye', 'Raze', 'Jett', 'Killjoy']"
Ascent,TeamA,TeamB,"['Jett', 'Sova', 'Kayo', 'Omen', 'Killjoy']","['Sova', 'Kayo', 'Cypher', 'Astra', 'Raze']"
Fracture,TeamB,TeamB,"['Phoenix', 'Killjoy', 'Raze', 'Astra', 'Breach']","['Fade', 'Breach', 'Brimstone', 'Jett', 'Sage']"
Icebox,TeamA,TeamB,"['Jett', 'Chamber', 'Sova', 'Neon', 'Viper']","['Jett', 'Kayo', 'Viper', 'Sage', 'Reyna']"
Haven,TeamA,TeamB,"['Phoenix', 'Omen', 'Jett', 'Sage', 'Cypher']","['Omen', 'Sage', 'Phoenix', 'Fade', 'Killjoy']"
Bind,TeamA,TeamB,"['Raze', 'Cypher', 'Fade', 'Reyna', 'Brimstone']","['Raze', 'Brimstone', 'Fade', 'Cypher', 'Skye']"
Icebox,TeamB,TeamB,"['Sage', 'Jett', 'Sova', 'Viper', 'Killjoy']","['Killjoy', 'Jett', 'Viper', 'Sage', 'Sova']"
Haven,TeamA,TeamB,"['Killjoy', 'Phoenix', 'Fade', 'Raze', 'Astra']","['Killjoy', 'Kayo', 'Fade', 'Omen', 'Jett']"
Breeze,TeamA,TeamB,"['Jett', 'Viper', 'Reyna', 'Cypher', 'Sova']","['Jett', 'Sova', 'Viper', 'Sage', 'Reyna']"
Pearl,TeamA,TeamB,"['Reyna', 'Fade', 'Killjoy', 'Yoru', 'Astra']","['Reyna', 'Brimstone', 'Fade', 'Jett', 'Cypher']"
Bind,TeamB,TeamB,"['Skye', 'Raze', 'Sage', 'Fade', 'Brimstone']","['Brimstone', 'Raze', 'Cypher', 'Chamber', 'Skye']"
Haven,TeamB,TeamB,"['Reyna', 'Killjoy', 'Raze', 'Omen', 'Sova']","['Raze', 'Fade', 'Phoenix', 'Cypher', 'Omen']"
Breeze,TeamB,TeamB,"['Jett', 'Kayo', 'Viper', 'Sova', 'Reyna']","['Jett', 'Skye', 'Reyna', 'Sova', 'Viper']"
Ascent,TeamA,TeamB,"['Sova', 'Kayo', 'Killjoy', 'Astra', 'Jett']","['Jett', 'Sage', 'Sova', 'Omen', 'Killjoy']"
Pearl,TeamB,TeamB,"['Jett', 'Fade', 'Astra', 'Sova', 'Killjoy']","['Jett', 'Fade', 'Viper', 'Killjoy', 'Phoenix']"
Breeze,TeamA,TeamB,"['Skye', 'Viper', 'Chamber', 'Sova', 'Jett']","['Viper', 'Cypher', 'Jett', 'Sova', 'Skye']"
Haven,TeamB,TeamB,"['Jett', 'Reyna', 'Sova', 'Cypher', 'Omen']","['Raze', 'Killjoy', 'Fade', 'Brimstone', 'Jett']"
Bind,TeamA,TeamB,"['Fade', 'Raze', 'Astra', 'Killjoy', 'Sage']","['Brimstone', 'Cypher', 'Raze', 'Fade', 'Sage']"
Pearl,TeamA,TeamB,"['Jett', 'Fade', 'Astra', 'Kayo', 'Viper']","['Jett', 'Reyna', 'Harbor', 'Kayo', 'Cypher']"
Icebox,TeamB,TeamB,"['Viper', 'Cypher', 'Sage', 'Sova', 'Jett']","['Jett', 'Killjoy', 'Sova', 'Kayo', 'Viper']"
Breeze,TeamA,TeamB,"['Sova', 'Reyna', 'Cypher', 'Chamber', 'Viper']","['Cypher', 'Viper', 'Sova', 'Jett', 'Reyna']"
Bind,TeamA,TeamB,"['Yoru', 'Cypher', 'Brimstone', 'Raze', 'Skye']","['Yoru', 'Jett', 'Breach', 'Brimstone', 'Cypher']"
Breeze,TeamA,TeamB,"['Sova', 'Kayo', 'Cypher', 'Jett', 'Viper']","['Yoru', 'Sova', 'Viper', 'Reyna', 'Cypher']"
Haven,TeamB,TeamB,"['Omen', 'Jett', 'Reyna', 'Killjoy', 'Sova']","['Jett', 'Omen', 'Killjoy', 'Breach', 'Sova']"
Fracture,TeamB,TeamB,"['Raze', 'Jett', 'Killjoy', 'Breach', 'Brimstone']","['Brimstone', 'Raze', 'Breach', 'Neon', 'Cypher']"
Icebox,TeamA,TeamB,"['Jett', 'Sage', 'Sova', 'Reyna', 'Viper']","['Jett', 'Reyna', 'Killjoy', 'Sage', 'Viper']"
Ascent,TeamB,TeamB,"['Reyna', 'Omen', 'Sova', 'Killjoy', 'Jett']","['Reyna', 'Killjoy', 'Jett', 'Astra', 'Sova']"
Fracture,TeamB,TeamB,"['Raze', 'Brimstone', 'Sage', 'Killjoy', 'Breach']","['Neon', 'Brimstone', 'Cypher', 'Sage', 'Skye']"
Breeze,TeamB,TeamB,"['Viper', 'Cypher', 'Sova', 'Reyna', 'Jett']","['Jett', 'Sova', 'Skye', 'Reyna', 'Viper']"
Haven,TeamA,TeamB,"['Sova', 'Jett', 'Astra', 'Sage', 'Skye']","['Raze', 'Jett', 'Omen', 'Killjoy', 'Neon']"
Bind,TeamB,TeamB,"['Raze', 'Jett', 'Cypher', 'Brimstone', 'Skye']","['Raze', 'Fade', 'Yoru', 'Sage', 'Astra']"
Icebox,TeamA,TeamB,"['Reyna', 'Jett', 'Chamber', 'Breach', 'Harbor']","['Viper', 'Kayo', 'Sage', 'Sova', 'Jett']"
Pearl,TeamA,TeamB,"['Raze', 'Fade', 'Reyna', 'Cypher', 'Viper']","['Reyna', 'Viper', 'Fade', 'Jett', 'Cypher']"
Haven,TeamA,TeamB,"['Jett', 'Breach', 'Sova', 'Omen', 'Reyna']","['Jett', 'Killjoy', 'Cypher', 'Raze', 'Omen']"
Pearl,TeamA,TeamB,"['Reyna', 'Skye', 'Astra', 'Cypher', 'Fade']","['Phoenix', 'Raze', 'Cypher', 'Sage', 'Viper']"
Breeze,TeamA,TeamB,"['Viper', 'Reyna', 'Sova', 'Jett', 'Sage']","['Sova', 'Kayo', 'Jett', 'Cypher', 'Viper']"
Bind,TeamB,TeamB,"['Cypher', 'Fade', 'Viper', 'Astra', 'Raze']","['Raze', 'Brimstone', 'Skye', 'Viper', 'Fade']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Killjoy', 'Viper', 'Kayo']","['Killjoy', 'Viper', 'Sage', 'Jett', 'Sova']"
Pearl,TeamA,TeamB,"['Phoenix', 'Killjoy', 'Jett', 'Viper', 'Fade']","['Jett', 'Kayo', 'Viper', 'Cypher', 'Fade']"
Ascent,TeamA,TeamB,"['Killjoy', 'Omen', 'Kayo', 'Sova', 'Jett']","['Phoenix', 'Omen', 'Fade', 'Jett', 'Sage']"
Haven,TeamA,TeamB,"['Sage', 'Omen', 'Jett', 'Raze', 'Sova']","['Omen', 'Sova', 'Phoenix', 'Killjoy', 'Raze']"
Ascent,TeamA,TeamB,"['Reyna', 'Cypher', 'Omen', 'Jett', 'Sage']","['Killjoy', 'Jett', 'Sova', 'Omen', 'Sage']"
Breeze,TeamB,TeamB,"['Cypher', 'Jett', 'Viper', 'Kayo', 'Sova']","['Viper', 'Jett', 'Cypher', 'Sage', 'Sova']"
Pearl,TeamB,TeamB,"['Raze', 'Astra', 'Killjoy', 'Fade', 'Sage']","['Astra', 'Kayo', 'Fade', 'Phoenix', 'Cypher']"
Icebox,TeamA,TeamB,"['Viper', 'Kayo', 'Jett', 'Killjoy', 'Sova']","['Reyna', 'Sova', 'Viper', 'Sage', 'Jett']"
Ascent,TeamB,TeamB,"['Jett', 'Sova', 'Omen', 'Reyna', 'Killjoy']","['Jett', 'Reyna', 'Sage', 'Omen', 'Cypher']"
Bind,TeamB,TeamB,"['Raze', 'Brimstone', 'Sage', 'Cypher', 'Skye']","['Raze', 'Phoenix', 'Jett', 'Cypher', 'Brimstone']"
Pearl,TeamA,TeamB,"['Jett', 'Phoenix', 'Astra', 'Fade', 'Killjoy']","['Viper', 'Jett', 'Cypher', 'Reyna', 'Fade']"
Breeze,TeamA,TeamB,"['Jett', 'Sova', 'Reyna', 'Viper', 'Kayo']","['Jett', 'Cypher', 'Reyna', 'Sova', 'Viper']"
Pearl,TeamA,TeamB,"['Phoenix', 'Astra', 'Kayo', 'Sage', 'Fade']","['Phoenix', 'Reyna', 'Sage', 'Astra', 'Jett']"
Haven,TeamA,TeamB,"['Omen', 'Fade', 'Kayo', 'Cypher', 'Raze']","['Omen', 'Phoenix', 'Sage', 'Jett', 'Cypher']"
Breeze,TeamB,TeamB,"['Viper', 'Cypher', 'Sova', 'Skye', 'Jett']","['Jett', 'Viper', 'Sova', 'Cypher', 'Skye']"
Haven,TeamB,TeamB,"['Jett', 'Breach', 'Sage', 'Omen', 'Skye']","['Phoenix', 'Jett', 'Omen', 'Cypher', 'Sova']"
Bind,TeamB,TeamB,"['Skye', 'Omen', 'Fade', 'Yoru', 'Raze']","['Sova', 'Yoru', 'Cypher', 'Omen', 'Jett']"
Haven,TeamA,TeamB,"['Fade', 'Killjoy', 'Omen', 'Kayo', 'Phoenix']","['Jett', 'Omen', 'Fade', 'Reyna', 'Cypher']"
Fracture,TeamB,TeamB,"['Sage', 'Brimstone', 'Breach', 'Raze', 'Jett']","['Brimstone', 'Fade', 'Breach', 'Sage', 'Raze']"
Icebox,TeamB,TeamB,"['Killjoy', 'Reyna', 'Sova', 'Kayo', 'Viper']","['Raze', 'Reyna', 'Fade', 'Killjoy', 'Viper']"
Pearl,TeamA,TeamB,"['Viper', 'Phoenix', 'Cypher', 'Fade', 'Jett']","['Fade', 'Chamber', 'Astra', 'Kayo', 'Raze']"
Bind,TeamB,TeamB,"['Cypher', 'Raze', 'Fade', 'Brimstone', 'Skye']","['Raze', 'Sage', 'Astra', 'Cypher', 'Fade']"
Breeze,TeamA,TeamB,"['Sova', 'Viper', 'Jett', 'Kayo', 'Cypher']","['Reyna', 'Sova', 'Viper', 'Kayo', 'Cypher']"
Fracture,TeamA,TeamB,"['Brimstone', 'Fade', 'Sage', 'Jett', 'Kayo']","['Jett', 'Skye', 'Cypher', 'Breach', 'Brimstone']"
Pearl,TeamB,TeamB,"['Phoenix', 'Kayo', 'Cypher', 'Fade', 'Viper']","['Jett', 'Killjoy', 'Phoenix', 'Fade', 'Viper']"
Bind,TeamA,TeamB,"['Jett', 'Sage', 'Reyna', 'Brimstone', 'Fade']","['Raze', 'Skye', 'Sage', 'Cypher', 'Brimstone']"
Breeze,TeamA,TeamB,"['Harbor', 'Cypher', 'Jett', 'Sova', 'Skye']","['Jett', 'Cypher', 'Viper', 'Sova', 'Reyna']"
Haven,TeamA,TeamB,"['Omen', 'Jett', 'Phoenix', 'Cypher', 'Fade']","['Omen', 'Sage', 'Fade', 'Jett', 'Cypher']"
Fracture,TeamB,TeamB,"['Reyna', 'Brimstone', 'Cypher', 'Jett', 'Kayo']","['Cypher', 'Breach', 'Raze', 'Brimstone', 'Skye']"
Pearl,TeamA,TeamB,"['Reyna', 'Kayo', 'Jett', 'Astra', 'Fade']","['Astra', 'Cypher', 'Jett', 'Kayo', 'Sage']"
Icebox,TeamB,TeamB,"['Killjoy', 'Sage', 'Jett', 'Viper', 'Sova']","['Kayo', 'Reyna', 'Sova', 'Viper', 'Jett']"
Fracture,TeamB,TeamB,"['Breach', 'Sage', 'Jett', 'Killjoy', 'Brimstone']","['Raze', 'Breach', 'Brimstone', 'Cypher', 'Jett']"
Ascent,TeamB,TeamB,"['Breach', 'Killjoy', 'Astra', 'Fade', 'Jett']","['Killjoy', 'Jett', 'Sova', 'Fade', 'Omen']"
Haven,TeamB,TeamB,"['Breach', 'Jett', 'Killjoy', 'Fade', 'Omen']","['Omen', 'Kayo', 'Killjoy', 'Jett', 'Fade']"
Ascent,TeamA,TeamB,"['Jett', 'Sova', 'Omen', 'Cypher', 'Sage']","['Killjoy', 'Cypher', 'Jett', 'Sova', 'Omen']"
Fracture,TeamB,TeamB,"['Killjoy', 'Jett', 'Brimstone', 'Breach', 'Kayo']","['Jett', 'Breach', 'Killjoy', 'Raze', 'Brimstone']"
Breeze,TeamA,TeamB,"['Sova', 'Viper', 'Kayo', 'Jett', 'Cypher']","['Cypher', 'Jett', 'Viper', 'Reyna', 'Sova']"
Icebox,TeamA,TeamB,"['Sova', 'Killjoy', 'Jett', 'Kayo', 'Viper']","['Viper', 'Reyna', 'Sage', 'Sova', 'Jett']"
Pearl,TeamB,TeamB,"['Jett', 'Astra', 'Fade', 'Killjoy', 'Viper']","['Kayo', 'Phoenix', 'Astra', 'Fade', 'Killjoy']"
Bind,TeamB,TeamB,"['Brimstone', 'Skye', 'Jett', 'Fade', 'Chamber']","['Raze', 'Cypher', 'Killjoy', 'Skye', 'Brimstone']"
Icebox,TeamA,TeamB,"['Viper', 'Reyna', 'Sova', 'Killjoy', 'Jett']","['Reyna', 'Kayo', 'Viper', 'Sage', 'Sova']"
Fracture,TeamB,TeamB,"['Reyna', 'Breach', 'Killjoy', 'Jett', 'Viper']","['Raze', 'Cypher', 'Breach', 'Viper', 'Brimstone']"
Haven,TeamA,TeamB,"['Reyna', 'Sova', 'Brimstone', 'Killjoy', 'Raze']","['Jett', 'Cypher', 'Omen', 'Sova', 'Breach']"
Ascent,TeamA,TeamB,"['Jett', 'Astra', 'Killjoy', 'Raze', 'Sage']","['Killjoy', 'Omen', 'Phoenix', 'Viper', 'Kayo']"
Haven,TeamA,TeamB,"['Kayo', 'Astra', 'Chamber', 'Jett', 'Raze']","['Jett', 'Kayo', 'Killjoy', 'Omen', 'Fade']"
Pearl,TeamA,TeamB,"['Astra', 'Killjoy', 'Kayo', 'Fade', 'Sage']","['Phoenix', 'Astra', 'Killjoy', 'Fade', 'Kayo']"
Pearl,TeamA,TeamB,"['Fade', 'Kayo', 'Killjoy', 'Viper', 'Sage']","['Fade', 'Kayo', 'Viper', 'Phoenix', 'Cypher']"
