Map,WinGame,WinPistol,AgentsTeam1,AgentsTeam2
Fracture,TeamB,TeamB,"['Raze', 'Brimstone', 'Cypher', 'Breach', 'Viper']","['Chamber', 'Raze', 'Breach', 'Jett', 'Viper']"
Pearl,TeamB,TeamB,"['Astra', 'Yoru', 'Reyna', 'Chamber', 'Fade']","['Chamber', 'Raze', 'Reyna', 'Neon', 'Brimstone']"
Icebox,TeamB,TeamB,"['Chamber', 'Reyna', 'Jett', 'Sova', 'Viper']","['Harbor', 'Cypher', 'Sage', 'Sova', 'Raze']"
Bind,TeamB,TeamB,"['Brimstone', 'Sova', 'Reyna', 'Chamber', 'Raze']","['Brimstone', 'Chamber', 'Raze', 'Reyna', 'Skye']"
Ascent,TeamB,TeamB,"['Chamber', 'Fade', 'Astra', 'Kayo', 'Jett']","['Jett', 'Killjoy', 'Reyna', 'Fade', 'Omen']"
Haven,TeamB,TeamB,"['Omen', 'Jett', 'Sage', 'Fade', 'Cypher']","['Reyna', 'Sova', 'Raze', 'Fade', 'Omen']"
Fracture,TeamB,TeamB,"['Brimstone', 'Killjoy', 'Sage', 'Yoru', 'Breach']","['Fade', 'Chamber', 'Raze', 'Brimstone', 'Cypher']"
Haven,TeamA,TeamB,"['Breach', 'Fade', 'Reyna', 'Omen', 'Killjoy']","['Sova', 'Breach', 'Jett', 'Cypher', 'Omen']"
Ascent,TeamB,TeamB,"['Kayo', 'Cypher', 'Sova', 'Omen', 'Jett']","['Phoenix', 'Sova', 'Reyna', 'Jett', 'Raze']"
Bind,TeamA,TeamB,"['Raze', 'Reyna', 'Cypher', 'Jett', 'Brimstone']","['Viper', 'Raze', 'Brimstone', 'Killjoy', 'Phoenix']"
Fracture,TeamA,TeamB,"['Reyna', 'Brimstone', 'Breach', 'Raze', 'Cypher']","['Neon', 'Sage', 'Fade', 'Cypher', 'Brimstone']"
Ascent,TeamB,TeamB,"['Killjoy', 'Jett', 'Kayo', 'Omen', 'Sova']","['Jett', 'Kayo', 'Fade', 'Omen', 'Sage']"
Fracture,TeamA,TeamB,"['Raze', 'Jett', 'Viper', 'Killjoy', 'Breach']","['Brimstone', 'Fade', 'Breach', 'Skye', 'Neon']"
Icebox,TeamB,TeamB,"['Chamber', 'Yoru', 'Jett', 'Kayo', 'Viper']","['Raze', 'Jett', 'Sage', 'Viper', 'Sova']"
Haven,TeamA,TeamB,"['Cypher', 'Phoenix', 'Brimstone', 'Breach', 'Fade']","['Fade', 'Raze', 'Jett', 'Brimstone', 'Chamber']"
Bind,TeamB,TeamB,"['Sage', 'Raze', 'Brimstone', 'Skye', 'Cypher']","['Raze', 'Brimstone', 'Sova', 'Cypher', 'Skye']"
Fracture,TeamB,TeamB,"['Viper', 'Fade', 'Jett', 'Breach', 'Killjoy']","['Jett', 'Harbor', 'Reyna', 'Breach', 'Killjoy']"
Icebox,TeamA,TeamB,"['Viper', 'Sage', 'Jett', 'Fade', 'Reyna']","['Sova', 'Jett', 'Raze', 'Viper', 'Kayo']"
Ascent,TeamA,TeamB,"['Reyna', 'Jett', 'Omen', 'Fade', 'Killjoy']","['Omen', 'Jett', 'Sova', 'Kayo', 'Cypher']"
Pearl,TeamB,TeamB,"['Skye', 'Cypher', 'Viper', 'Kayo', 'Jett']","['Jett', 'Reyna', 'Brimstone', 'Cypher', 'Fade']"
Haven,TeamA,TeamB,"['Raze', 'Omen', 'Kayo', 'Sova', 'Killjoy']","['Phoenix', 'Jett', 'Omen', 'Sage', 'Sova']"
Ascent,TeamA,TeamB,"['Jett', 'Sova', 'Cypher', 'Omen', 'Killjoy']","['Jett', 'Fade', 'Raze', 'Sage', 'Omen']"
Haven,TeamA,TeamB,"['Omen', 'Breach', 'Cypher', 'Sova', 'Jett']","['Cypher', 'Jett', 'Brimstone', 'Skye', 'Sova']"
Icebox,TeamA,TeamB,"['Reyna', 'Kayo', 'Viper', 'Sova', 'Killjoy']","['Viper', 'Jett', 'Sova', 'Sage', 'Reyna']"
Haven,TeamA,TeamB,"['Fade', 'Cypher', 'Reyna', 'Raze', 'Omen']","['Jett', 'Breach', 'Omen', 'Cypher', 'Fade']"
Pearl,TeamB,TeamB,"['Skye', 'Viper', 'Fade', 'Jett', 'Cypher']","['Phoenix', 'Fade', 'Killjoy', 'Sage', 'Astra']"
Breeze,TeamB,TeamB,"['Viper', 'Reyna', 'Jett', 'Cypher', 'Sova']","['Cypher', 'Viper', 'Jett', 'Sova', 'Kayo']"
Ascent,TeamB,TeamB,"['Fade', 'Brimstone', 'Jett', 'Kayo', 'Cypher']","['Reyna', 'Astra', 'Jett', 'Killjoy', 'Fade']"
Haven,TeamB,TeamB,"['Omen', 'Jett', 'Raze', 'Fade', 'Cypher']","['Sova', 'Reyna', 'Killjoy', 'Jett', 'Omen']"
Breeze,TeamB,TeamB,"['Kayo', 'Viper', 'Cypher', 'Sova', 'Jett']","['Jett', 'Kayo', 'Viper', 'Sova', 'Cypher']"
Fracture,TeamA,TeamB,"['Reyna', 'Cypher', 'Breach', 'Jett', 'Brimstone']","['Brimstone', 'Yoru', 'Jett', 'Killjoy', 'Fade']"
Fracture,TeamA,TeamB,"['Killjoy', 'Jett', 'Brimstone', 'Sage', 'Breach']","['Raze', 'Cypher', 'Jett', 'Viper', 'Breach']"
Bind,TeamA,TeamB,"['Fade', 'Jett', 'Brimstone', 'Raze', 'Chamber']","['Chamber', 'Sage', 'Fade', 'Raze', 'Omen']"
Bind,TeamA,TeamB,"['Sage', 'Yoru', 'Cypher', 'Fade', 'Sova']","['Raze', 'Fade', 'Reyna', 'Brimstone', 'Killjoy']"
Haven,TeamB,TeamB,"['Omen', 'Raze', 'Fade', 'Cypher', 'Jett']","['Breach', 'Jett', 'Raze', 'Killjoy', 'Omen']"
Breeze,TeamA,TeamB,"['Reyna', 'Jett', 'Sova', 'Cypher', 'Viper']","['Jett', 'Chamber', 'Reyna', 'Viper', 'Sova']"
Haven,TeamA,TeamB,"['Raze', 'Killjoy', 'Phoenix', 'Brimstone', 'Fade']","['Jett', 'Reyna', 'Sova', 'Brimstone', 'Breach']"
Pearl,TeamA,TeamB,"['Phoenix', 'Killjoy', 'Brimstone', 'Sage', 'Fade']","['Viper', 'Cypher', 'Jett', 'Kayo', 'Reyna']"
Pearl,TeamB,TeamB,"['Fade', 'Jett', 'Viper', 'Cypher', 'Raze']","['Jett', 'Cypher', 'Skye', 'Fade', 'Viper']"
Bind,TeamA,TeamB,"['Cypher', 'Brimstone', 'Raze', 'Sage', 'Fade']","['Breach', 'Viper', 'Raze', 'Jett', 'Sage']"
Breeze,TeamA,TeamB,"['Viper', 'Sova', 'Reyna', 'Jett', 'Cypher']","['Cypher', 'Viper', 'Sova', 'Reyna', 'Jett']"
Icebox,TeamB,TeamB,"['Reyna', 'Killjoy', 'Sova', 'Viper', 'Raze']","['Reyna', 'Sova', 'Harbor', 'Jett', 'Killjoy']"
Haven,TeamB,TeamB,"['Jett', 'Cypher', 'Fade', 'Omen', 'Raze']","['Reyna', 'Killjoy', 'Sova', 'Kayo', 'Omen']"
Haven,TeamB,TeamB,"['Sage', 'Brimstone', 'Cypher', 'Neon', 'Sova']","['Fade', 'Killjoy', 'Reyna', 'Jett', 'Omen']"
Ascent,TeamA,TeamB,"['Fade', 'Jett', 'Sova', 'Killjoy', 'Omen']","['Raze', 'Brimstone', 'Sova', 'Sage', 'Jett']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Sage', 'Viper', 'Sova']","['Viper', 'Sova', 'Jett', 'Kayo', 'Sage']"
Bind,TeamB,TeamB,"['Killjoy', 'Raze', 'Omen', 'Jett', 'Cypher']","['Reyna', 'Killjoy', 'Raze', 'Skye', 'Brimstone']"
Fracture,TeamB,TeamB,"['Jett', 'Raze', 'Brimstone', 'Neon', 'Reyna']","['Raze', 'Breach', 'Brimstone', 'Killjoy', 'Fade']"
Breeze,TeamB,TeamB,"['Viper', 'Reyna', 'Sova', 'Jett', 'Cypher']","['Cypher', 'Sova', 'Jett', 'Reyna', 'Viper']"
Bind,TeamA,TeamB,"['Brimstone', 'Raze', 'Reyna', 'Cypher', 'Skye']","['Yoru', 'Sova', 'Cypher', 'Brimstone', 'Raze']"
Pearl,TeamB,TeamB,"['Reyna', 'Viper', 'Cypher', 'Phoenix', 'Raze']","['Jett', 'Fade', 'Killjoy', 'Reyna', 'Viper']"
Ascent,TeamB,TeamB,"['Cypher', 'Reyna', 'Fade', 'Omen', 'Jett']","['Brimstone', 'Reyna', 'Sova', 'Killjoy', 'Jett']"
Icebox,TeamA,TeamB,"['Sage', 'Jett', 'Viper', 'Killjoy', 'Sova']","['Raze', 'Viper', 'Sova', 'Killjoy', 'Jett']"
Breeze,TeamB,TeamB,"['Jett', 'Reyna', 'Cypher', 'Sova', 'Viper']","['Reyna', 'Jett', 'Cypher', 'Kayo', 'Viper']"
Haven,TeamA,TeamB,"['Cypher', 'Brimstone', 'Jett', 'Phoenix', 'Sova']","['Jett', 'Sova', 'Killjoy', 'Reyna', 'Brimstone']"
Bind,TeamB,TeamB,"['Skye', 'Brimstone', 'Raze', 'Cypher', 'Sage']","['Chamber', 'Fade', 'Omen', 'Reyna', 'Raze']"
Ascent,TeamA,TeamB,"['Killjoy', 'Fade', 'Jett', 'Reyna', 'Omen']","['Killjoy', 'Raze', 'Reyna', 'Sova', 'Omen']"
Bind,TeamB,TeamB,"['Brimstone', 'Jett', 'Raze', 'Cypher', 'Fade']","['Raze', 'Astra', 'Skye', 'Reyna', 'Cypher']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Reyna', 'Killjoy', 'Sova']","['Jett', 'Breach', 'Reyna', 'Sova', 'Astra']"
Breeze,TeamA,TeamB,"['Jett', 'Cypher', 'Skye', 'Reyna', 'Viper']","['Jett', 'Reyna', 'Viper', 'Cypher', 'Neon']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Killjoy', 'Viper', 'Sova']","['Sova', 'Viper', 'Reyna', 'Jett', 'Sage']"
Bind,TeamA,TeamB,"['Brimstone', 'Reyna', 'Raze', 'Fade', 'Cypher']","['Skye', 'Brimstone', 'Raze', 'Yoru', 'Cypher']"
Ascent,TeamA,TeamB,"['Reyna', 'Killjoy', 'Jett', 'Sova', 'Brimstone']","['Sova', 'Omen', 'Cypher', 'Jett', 'Reyna']"
Bind,TeamB,TeamB,"['Cypher', 'Jett', 'Raze', 'Fade', 'Brimstone']","['Raze', 'Skye', 'Fade', 'Brimstone', 'Reyna']"
Fracture,TeamA,TeamB,"['Raze', 'Sage', 'Cypher', 'Breach', 'Brimstone']","['Jett', 'Reyna', 'Sova', 'Viper', 'Phoenix']"
Pearl,TeamA,TeamB,"['Jett', 'Sage', 'Astra', 'Fade', 'Cypher']","['Viper', 'Sage', 'Fade', 'Phoenix', 'Raze']"
Haven,TeamA,TeamB,"['Sova', 'Cypher', 'Raze', 'Brimstone', 'Reyna']","['Jett', 'Breach', 'Killjoy', 'Skye', 'Omen']"
Breeze,TeamA,TeamB,"['Kayo', 'Jett', 'Cypher', 'Reyna', 'Viper']","['Sova', 'Viper', 'Jett', 'Kayo', 'Cypher']"
Pearl,TeamA,TeamB,"['Jett', 'Viper', 'Phoenix', 'Cypher', 'Sage']","['Phoenix', 'Killjoy', 'Fade', 'Astra', 'Neon']"
Bind,TeamA,TeamB,"['Sage', 'Cypher', 'Fade', 'Brimstone', 'Raze']","['Raze', 'Brimstone', 'Sova', 'Cypher', 'Skye']"
Haven,TeamA,TeamB,"['Raze', 'Killjoy', 'Brimstone', 'Sage', 'Sova']","['Omen', 'Chamber', 'Raze', 'Reyna', 'Skye']"
Bind,TeamA,TeamB,"['Fade', 'Brimstone', 'Skye', 'Jett', 'Killjoy']","['Raze', 'Brimstone', 'Skye', 'Sova', 'Cypher']"
Pearl,TeamB,TeamB,"['Cypher', 'Kayo', 'Neon', 'Astra', 'Reyna']","['Raze', 'Cypher', 'Fade', 'Viper', 'Sage']"
Breeze,TeamA,TeamB,"['Cypher', 'Viper', 'Jett', 'Kayo', 'Sova']","['Jett', 'Viper', 'Cypher', 'Sova', 'Kayo']"
Bind,TeamB,TeamB,"['Raze', 'Reyna', 'Brimstone', 'Fade', 'Sova']","['Cypher', 'Fade', 'Jett', 'Astra', 'Sage']"
Icebox,TeamA,TeamB,"['Reyna', 'Sage', 'Viper', 'Sova', 'Kayo']","['Killjoy', 'Jett', 'Sova', 'Kayo', 'Viper']"
Haven,TeamA,TeamB,"['Breach', 'Omen', 'Fade', 'Raze', 'Killjoy']","['Raze', 'Sova', 'Omen', 'Reyna', 'Cypher']"
Breeze,TeamA,TeamB,"['Sage', 'Cypher', 'Phoenix', 'Reyna', 'Viper']","['Neon', 'Yoru', 'Harbor', 'Viper', 'Jett']"
Ascent,TeamA,TeamB,"['Killjoy', 'Jett', 'Fade', 'Kayo', 'Brimstone']","['Omen', 'Fade', 'Jett', 'Killjoy', 'Raze']"
Icebox,TeamB,TeamB,"['Reyna', 'Viper', 'Jett', 'Cypher', 'Sova']","['Sage', 'Viper', 'Raze', 'Reyna', 'Kayo']"
Fracture,TeamA,TeamB,"['Chamber', 'Phoenix', 'Viper', 'Breach', 'Kayo']","['Jett', 'Sage', 'Chamber', 'Skye', 'Viper']"
Ascent,TeamA,TeamB,"['Jett', 'Killjoy', 'Raze', 'Brimstone', 'Sova']","['Fade', 'Omen', 'Kayo', 'Jett', 'Sage']"
Haven,TeamA,TeamB,"['Raze', 'Cypher', 'Omen', 'Fade', 'Reyna']","['Raze', 'Jett', 'Cypher', 'Sova', 'Astra']"
Breeze,TeamA,TeamB,"['Cypher', 'Jett', 'Kayo', 'Sova', 'Reyna']","['Jett', 'Viper', 'Sova', 'Kayo', 'Cypher']"
Pearl,TeamB,TeamB,"['Fade', 'Reyna', 'Chamber', 'Viper', 'Sage']","['Reyna', 'Viper', 'Chamber', 'Raze', 'Fade']"
Ascent,TeamB,TeamB,"['Kayo', 'Sova', 'Omen', 'Chamber', 'Jett']","['Omen', 'Jett', 'Kayo', 'Chamber', 'Fade']"
Pearl,TeamA,TeamB,"['Jett', 'Reyna', 'Phoenix', 'Chamber', 'Astra']","['Kayo', 'Astra', 'Chamber', 'Killjoy', 'Phoenix']"
Haven,TeamA,TeamB,"['Raze', 'Breach', 'Fade', 'Chamber', 'Omen']","['Chamber', 'Fade', 'Omen', 'Jett', 'Breach']"
Bind,TeamB,TeamB,"['Raze', 'Sage', 'Chamber', 'Brimstone', 'Skye']","['Fade', 'Reyna', 'Raze', 'Chamber', 'Omen']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Sage', 'Viper', 'Chamber']","['Sage', 'Chamber', 'Viper', 'Jett', 'Sova']"
Fracture,TeamB,TeamB,"['Kayo', 'Chamber', 'Brimstone', 'Reyna', 'Neon']","['Chamber', 'Breach', 'Brimstone', 'Jett', 'Reyna']"
Breeze,TeamA,TeamB,"['Chamber', 'Sova', 'Viper', 'Jett', 'Kayo']","['Jett', 'Sova', 'Kayo', 'Viper', 'Chamber']"
Fracture,TeamB,TeamB,"['Reyna', 'Chamber', 'Viper', 'Jett', 'Brimstone']","['Brimstone', 'Jett', 'Chamber', 'Sage', 'Breach']"
Fracture,TeamB,TeamB,"['Neon', 'Breach', 'Chamber', 'Jett', 'Brimstone']","['Neon', 'Cypher', 'Brimstone', 'Breach', 'Raze']"
Bind,TeamB,TeamB,"['Omen', 'Sage', 'Raze', 'Skye', 'Jett']","['Chamber', 'Sova', 'Phoenix', 'Brimstone', 'Raze']"
Pearl,TeamB,TeamB,"['Raze', 'Kayo', 'Reyna', 'Chamber', 'Viper']","['Neon', 'Jett', 'Chamber', 'Brimstone', 'Fade']"
Icebox,TeamA,TeamB,"['Viper', 'Sova', 'Chamber', 'Sage', 'Raze']","['Reyna', 'Jett', 'Fade', 'Viper', 'Chamber']"
Fracture,TeamB,TeamB,"['Viper', 'Chamber', 'Reyna', 'Fade', 'Jett']","['Neon', 'Brimstone', 'Chamber', 'Sage', 'Breach']"
Haven,TeamA,TeamB,"['Raze', 'Reyna', 'Fade', 'Chamber', 'Omen']","['Sova', 'Omen', 'Reyna', 'Phoenix', 'Chamber']"
Ascent,TeamA,TeamB,"['Chamber', 'Reyna', 'Jett', 'Sova', 'Omen']","['Chamber', 'Fade', 'Yoru', 'Jett', 'Astra']"
Bind,TeamB,TeamB,"['Chamber', 'Brimstone', 'Fade', 'Raze', 'Skye']","['Raze', 'Chamber', 'Jett', 'Brimstone', 'Harbor']"
Pearl,TeamA,TeamB,"['Jett', 'Chamber', 'Phoenix', 'Viper', 'Fade']","['Brimstone', 'Reyna', 'Phoenix', 'Chamber', 'Fade']"
Icebox,TeamA,TeamB,"['Jett', 'Chamber', 'Sova', 'Reyna', 'Viper']","['Raze', 'Jett', 'Yoru', 'Chamber', 'Reyna']"
Ascent,TeamB,TeamB,"['Jett', 'Chamber', 'Reyna', 'Fade', 'Omen']","['Yoru', 'Jett', 'Fade', 'Chamber', 'Brimstone']"
Haven,TeamB,TeamB,"['Brimstone', 'Phoenix', 'Chamber', 'Skye', 'Fade']","['Chamber', 'Reyna', 'Fade', 'Jett', 'Brimstone']"
Haven,TeamA,TeamB,"['Raze', 'Omen', 'Chamber', 'Sova', 'Jett']","['Chamber', 'Neon', 'Omen', 'Reyna', 'Fade']"
Icebox,TeamB,TeamB,"['Viper', 'Jett', 'Chamber', 'Sova', 'Kayo']","['Chamber', 'Viper', 'Sova', 'Jett', 'Sage']"
Bind,TeamB,TeamB,"['Raze', 'Fade', 'Skye', 'Chamber', 'Brimstone']","['Phoenix', 'Raze', 'Chamber', 'Fade', 'Brimstone']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Chamber', 'Harbor', 'Kayo']","['Chamber', 'Reyna', 'Jett', 'Viper', 'Sova']"
Bind,TeamA,TeamB,"['Raze', 'Chamber', 'Killjoy', 'Brimstone', 'Skye']","['Reyna', 'Raze', 'Brimstone', 'Chamber', 'Skye']"
Haven,TeamA,TeamB,"['Fade', 'Phoenix', 'Chamber', 'Omen', 'Jett']","['Reyna', 'Chamber', 'Omen', 'Fade', 'Breach']"
Fracture,TeamB,TeamB,"['Cypher', 'Reyna', 'Breach', 'Brimstone', 'Sage']","['Neon', 'Chamber', 'Raze', 'Viper', 'Breach']"
Fracture,TeamB,TeamB,"['Raze', 'Jett', 'Killjoy', 'Omen', 'Fade']","['Neon', 'Jett', 'Brimstone', 'Breach', 'Cypher']"
Fracture,TeamA,TeamB,"['Brimstone', 'Killjoy', 'Jett', 'Breach', 'Raze']","['Jett', 'Viper', 'Sage', 'Killjoy', 'Breach']"
Ascent,TeamB,TeamB,"['Jett', 'Raze', 'Sova', 'Omen', 'Sage']","['Jett', 'Sova', 'Raze', 'Omen', 'Killjoy']"
Pearl,TeamB,TeamB,"['Reyna', 'Fade', 'Jett', 'Astra', 'Cypher']","['Jett', 'Viper', 'Cypher', 'Kayo', 'Phoenix']"
Ascent,TeamA,TeamB,"['Jett', 'Fade', 'Reyna', 'Killjoy', 'Brimstone']","['Fade', 'Raze', 'Omen', 'Sova', 'Killjoy']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Reyna', 'Sova', 'Sage']","['Viper', 'Cypher', 'Sage', 'Sova', 'Jett']"
Ascent,TeamA,TeamB,"['Reyna', 'Jett', 'Killjoy', 'Brimstone', 'Fade']","['Sova', 'Jett', 'Skye', 'Cypher', 'Omen']"
Pearl,TeamB,TeamB,"['Cypher', 'Viper', 'Fade', 'Jett', 'Sage']","['Reyna', 'Jett', 'Cypher', 'Harbor', 'Fade']"
Haven,TeamB,TeamB,"['Raze', 'Astra', 'Neon', 'Sova', 'Sage']","['Omen', 'Reyna', 'Killjoy', 'Kayo', 'Fade']"
Fracture,TeamB,TeamB,"['Breach', 'Raze', 'Reyna', 'Killjoy', 'Brimstone']","['Reyna', 'Brimstone', 'Fade', 'Breach', 'Killjoy']"
Haven,TeamB,TeamB,"['Reyna', 'Killjoy', 'Sova', 'Jett', 'Omen']","['Breach', 'Astra', 'Raze', 'Sage', 'Jett']"
Ascent,TeamB,TeamB,"['Kayo', 'Jett', 'Cypher', 'Omen', 'Sova']","['Jett', 'Astra', 'Killjoy', 'Sova', 'Kayo']"
Icebox,TeamA,TeamB,"['Reyna', 'Kayo', 'Jett', 'Viper', 'Sova']","['Sage', 'Viper', 'Killjoy', 'Sova', 'Fade']"
Icebox,TeamA,TeamB,"['Kayo', 'Jett', 'Viper', 'Sage', 'Sova']","['Viper', 'Reyna', 'Kayo', 'Sova', 'Cypher']"
Pearl,TeamA,TeamB,"['Raze', 'Sage', 'Viper', 'Fade', 'Cypher']","['Killjoy', 'Reyna', 'Jett', 'Breach', 'Harbor']"
Pearl,TeamB,TeamB,"['Reyna', 'Brimstone', 'Fade', 'Sage', 'Jett']","['Phoenix', 'Reyna', 'Viper', 'Sage', 'Fade']"
Haven,TeamA,TeamB,"['Killjoy', 'Reyna', 'Raze', 'Sova', 'Omen']","['Reyna', 'Omen', 'Cypher', 'Jett', 'Skye']"
Fracture,TeamA,TeamB,"['Reyna', 'Brimstone', 'Breach', 'Sage', 'Killjoy']","['Reyna', 'Chamber', 'Viper', 'Cypher', 'Breach']"
Bind,TeamA,TeamB,"['Killjoy', 'Fade', 'Jett', 'Brimstone', 'Sage']","['Skye', 'Brimstone', 'Cypher', 'Sova', 'Jett']"
Ascent,TeamA,TeamB,"['Jett', 'Neon', 'Killjoy', 'Kayo', 'Omen']","['Raze', 'Kayo', 'Sova', 'Astra', 'Jett']"
Icebox,TeamB,TeamB,"['Reyna', 'Sova', 'Killjoy', 'Sage', 'Viper']","['Reyna', 'Viper', 'Sage', 'Jett', 'Sova']"
Pearl,TeamA,TeamB,"['Kayo', 'Reyna', 'Killjoy', 'Fade', 'Viper']","['Fade', 'Jett', 'Reyna', 'Cypher', 'Harbor']"
Haven,TeamB,TeamB,"['Killjoy', 'Astra', 'Sova', 'Kayo', 'Raze']","['Jett', 'Sage', 'Sova', 'Omen', 'Cypher']"
Haven,TeamA,TeamB,"['Cypher', 'Raze', 'Jett', 'Fade', 'Omen']","['Omen', 'Kayo', 'Jett', 'Breach', 'Cypher']"
Breeze,TeamB,TeamB,"['Jett', 'Viper', 'Sova', 'Cypher', 'Skye']","['Cypher', 'Reyna', 'Viper', 'Sova', 'Jett']"
Ascent,TeamB,TeamB,"['Jett', 'Reyna', 'Astra', 'Killjoy', 'Kayo']","['Sage', 'Omen', 'Cypher', 'Sova', 'Jett']"
Fracture,TeamA,TeamB,"['Viper', 'Phoenix', 'Breach', 'Raze', 'Sage']","['Viper', 'Fade', 'Cypher', 'Neon', 'Breach']"
Pearl,TeamB,TeamB,"['Skye', 'Viper', 'Neon', 'Cypher', 'Fade']","['Cypher', 'Astra', 'Sage', 'Jett', 'Fade']"
Haven,TeamB,TeamB,"['Omen', 'Breach', 'Skye', 'Jett', 'Killjoy']","['Omen', 'Sova', 'Skye', 'Cypher', 'Jett']"
Pearl,TeamB,TeamB,"['Viper', 'Sage', 'Fade', 'Jett', 'Cypher']","['Jett', 'Sage', 'Fade', 'Viper', 'Phoenix']"
Bind,TeamB,TeamB,"['Raze', 'Brimstone', 'Skye', 'Breach', 'Reyna']","['Raze', 'Jett', 'Killjoy', 'Skye', 'Brimstone']"
Ascent,TeamB,TeamB,"['Jett', 'Kayo', 'Sova', 'Omen', 'Killjoy']","['Jett', 'Sova', 'Killjoy', 'Kayo', 'Omen']"
Breeze,TeamA,TeamB,"['Chamber', 'Reyna', 'Viper', 'Sova', 'Jett']","['Viper', 'Cypher', 'Jett', 'Yoru', 'Sova']"
Fracture,TeamB,TeamB,"['Breach', 'Viper', 'Sage', 'Killjoy', 'Raze']","['Raze', 'Killjoy', 'Breach', 'Jett', 'Brimstone']"
Icebox,TeamB,TeamB,"['Viper', 'Kayo', 'Raze', 'Sage', 'Sova']","['Viper', 'Jett', 'Sage', 'Sova', 'Reyna']"
Breeze,TeamB,TeamB,"['Kayo', 'Viper', 'Sova', 'Cypher', 'Jett']","['Sova', 'Jett', 'Kayo', 'Cypher', 'Viper']"
Ascent,TeamA,TeamB,"['Jett', 'Reyna', 'Omen', 'Sova', 'Sage']","['Reyna', 'Sova', 'Jett', 'Omen', 'Killjoy']"
Fracture,TeamA,TeamB,"['Raze', 'Breach', 'Cypher', 'Omen', 'Fade']","['Fade', 'Killjoy', 'Jett', 'Viper', 'Breach']"
Fracture,TeamB,TeamB,"['Breach', 'Sage', 'Viper', 'Cypher', 'Phoenix']","['Killjoy', 'Viper', 'Breach', 'Sage', 'Raze']"
Pearl,TeamB,TeamB,"['Cypher', 'Phoenix', 'Fade', 'Astra', 'Jett']","['Viper', 'Killjoy', 'Fade', 'Reyna', 'Jett']"
Haven,TeamA,TeamB,"['Sova', 'Phoenix', 'Cypher', 'Fade', 'Brimstone']","['Phoenix', 'Brimstone', 'Breach', 'Killjoy', 'Jett']"
Bind,TeamA,TeamB,"['Brimstone', 'Raze', 'Sova', 'Jett', 'Killjoy']","['Reyna', 'Raze', 'Cypher', 'Fade', 'Omen']"
Haven,TeamB,TeamB,"['Sova', 'Jett', 'Cypher', 'Breach', 'Omen']","['Omen', 'Fade', 'Reyna', 'Phoenix', 'Killjoy']"
Haven,TeamB,TeamB,"['Cypher', 'Omen', 'Fade', 'Jett', 'Breach']","['Reyna', 'Fade', 'Killjoy', 'Omen', 'Chamber']"
Ascent,TeamA,TeamB,"['Sova', 'Killjoy', 'Jett', 'Omen', 'Kayo']","['Killjoy', 'Omen', 'Sova', 'Kayo', 'Jett']"
Haven,TeamA,TeamB,"['Jett', 'Raze', 'Killjoy', 'Astra', 'Fade']","['Cypher', 'Sova', 'Jett', 'Breach', 'Omen']"
Haven,TeamB,TeamB,"['Jett', 'Omen', 'Sova', 'Sage', 'Cypher']","['Brimstone', 'Jett', 'Sova', 'Killjoy', 'Sage']"
Haven,TeamB,TeamB,"['Killjoy', 'Jett', 'Omen', 'Fade', 'Raze']","['Jett', 'Killjoy', 'Sage', 'Omen', 'Sova']"
Icebox,TeamB,TeamB,"['Reyna', 'Viper', 'Killjoy', 'Jett', 'Sova']","['Jett', 'Reyna', 'Sage', 'Viper', 'Sova']"
Ascent,TeamA,TeamB,"['Reyna', 'Kayo', 'Jett', 'Cypher', 'Astra']","['Omen', 'Cypher', 'Fade', 'Jett', 'Kayo']"
Breeze,TeamB,TeamB,"['Kayo', 'Viper', 'Jett', 'Sova', 'Cypher']","['Jett', 'Sova', 'Reyna', 'Harbor', 'Cypher']"
Bind,TeamB,TeamB,"['Cypher', 'Fade', 'Kayo', 'Brimstone', 'Raze']","['Sova', 'Raze', 'Cypher', 'Skye', 'Brimstone']"
Fracture,TeamA,TeamB,"['Breach', 'Brimstone', 'Neon', 'Jett', 'Killjoy']","['Killjoy', 'Brimstone', 'Breach', 'Raze', 'Fade']"
Breeze,TeamB,TeamB,"['Chamber', 'Kayo', 'Viper', 'Jett', 'Sova']","['Reyna', 'Kayo', 'Cypher', 'Skye', 'Sova']"
Fracture,TeamB,TeamB,"['Killjoy', 'Viper', 'Breach', 'Raze', 'Fade']","['Neon', 'Viper', 'Fade', 'Breach', 'Killjoy']"
Icebox,TeamA,TeamB,"['Sova', 'Jett', 'Kayo', 'Sage', 'Viper']","['Jett', 'Reyna', 'Raze', 'Sova', 'Viper']"
Fracture,TeamB,TeamB,"['Reyna', 'Cypher', 'Brimstone', 'Breach', 'Neon']","['Reyna', 'Brimstone', 'Cypher', 'Breach', 'Jett']"
Icebox,TeamA,TeamB,"['Kayo', 'Jett', 'Viper', 'Sage', 'Sova']","['Jett', 'Reyna', 'Sova', 'Viper', 'Sage']"
